site,parameter,unit,date_ymd,result
Eyebrow Lake,TDS,mg/L,1992-04-28,NA
Eyebrow Lake,TDS,mg/L,1992-07-27,NA
Eyebrow Lake,TDS,mg/L,1992-09-22,NA
Eyebrow Lake,TDS,mg/L,1992-12-14,NA
Eyebrow Lake,TDS,mg/L,1993-05-01,NA
Eyebrow Lake,TDS,mg/L,1994-05-09,NA
Eyebrow Lake,TDS,mg/L,1995-05-15,NA
Eyebrow Lake,TDS,mg/L,1995-10-23,NA
Eyebrow Lake,TDS,mg/L,1996-05-27,NA
Eyebrow Lake,TDS,mg/L,1996-10-21,NA
Eyebrow Lake,TDS,mg/L,1997-05-12,NA
Eyebrow Lake,TDS,mg/L,1997-08-18,NA
Eyebrow Lake,TDS,mg/L,1998-06-01,NA
Eyebrow Lake,TDS,mg/L,1999-07-19,NA
Eyebrow Lake,TDS,mg/L,2000-05-08,NA
Eyebrow Lake,TDS,mg/L,2000-07-10,NA
Eyebrow Lake,TDS,mg/L,2000-10-02,NA
Eyebrow Lake,TDS,mg/L,2001-05-28,NA
Eyebrow Lake,TDS,mg/L,2001-08-13,NA
Eyebrow Lake,TDS,mg/L,2001-10-15,NA
Eyebrow Lake,TDS,mg/L,2002-05-13,NA
Eyebrow Lake,TDS,mg/L,2004-06-14,NA
Eyebrow Lake,TDS,mg/L,2005-05-16,NA
Eyebrow Lake,TDS,mg/L,2006-06-19,308
Eyebrow Lake,TDS,mg/L,2007-06-11,292
Eyebrow Lake,TDS,mg/L,2008-05-26,304
Eyebrow Lake,TDS,mg/L,2009-04-20,390
Eyebrow Lake,TDS,mg/L,2009-05-26,314
Eyebrow Lake,TDS,mg/L,2009-09-21,276
Eyebrow Lake,TDS,mg/L,2010-06-01,1278
Eyebrow Lake,TDS,mg/L,2012-06-19,434
Eyebrow Lake,TDS,mg/L,2013-07-16,308
Eyebrow Lake,TDS,mg/L,2013-09-24,256
Eyebrow Lake,TDS,mg/L,1996-10-21,NA
Eyebrow Lake,TDS (calc),mg/L,1980-02-11,400.8
Eyebrow Lake,TDS (calc),mg/L,1980-02-26,6
Eyebrow Lake,TDS (calc),mg/L,1980-04-14,380.90000000000003
Eyebrow Lake,TDS (calc),mg/L,1980-05-12,351.59999999999997
Eyebrow Lake,TDS (calc),mg/L,1980-06-10,NA
Eyebrow Lake,TDS (calc),mg/L,1980-07-16,181
Eyebrow Lake,TDS (calc),mg/L,1980-09-16,247.6
Eyebrow Lake,TDS (calc),mg/L,1980-11-12,121
Eyebrow Lake,TDS (calc),mg/L,1981-01-20,374
Eyebrow Lake,TDS (calc),mg/L,1981-03-10,269.7
Eyebrow Lake,TDS (calc),mg/L,1981-05-11,339.4
Eyebrow Lake,TDS (calc),mg/L,1981-07-21,327
Eyebrow Lake,TDS (calc),mg/L,1981-09-15,258
Eyebrow Lake,TDS (calc),mg/L,1981-11-17,255
Eyebrow Lake,TDS (calc),mg/L,1982-02-23,266
Eyebrow Lake,TDS (calc),mg/L,1982-03-23,521.5
Eyebrow Lake,TDS (calc),mg/L,1982-05-25,836.5
Eyebrow Lake,TDS (calc),mg/L,1982-07-20,70
Eyebrow Lake,TDS (calc),mg/L,1982-10-12,303
Eyebrow Lake,TDS (calc),mg/L,1983-02-15,369.5
Eyebrow Lake,TDS (calc),mg/L,1983-05-31,327
Eyebrow Lake,TDS (calc),mg/L,1983-07-11,330.5
Eyebrow Lake,TDS (calc),mg/L,1984-03-20,142
Eyebrow Lake,TDS (calc),mg/L,1988-10-17,361.42
Eyebrow Lake,TDS (calc),mg/L,1989-03-14,400.4
Eyebrow Lake,TDS (calc),mg/L,1989-06-19,377.2
Eyebrow Lake,TDS (calc),mg/L,1989-07-24,399.7
Eyebrow Lake,TDS (calc),mg/L,1989-08-14,370.4
Eyebrow Lake,TDS (calc),mg/L,1989-10-30,377.29999999999995
Eyebrow Lake,TDS (calc),mg/L,1990-02-26,421.8
Eyebrow Lake,TDS (calc),mg/L,1990-05-01,331.9
Eyebrow Lake,TDS (calc),mg/L,1990-06-04,339.6
Eyebrow Lake,TDS (calc),mg/L,1990-07-09,328
Eyebrow Lake,TDS (calc),mg/L,1990-08-20,313.4
Eyebrow Lake,TDS (calc),mg/L,1991-03-13,331.4
Eyebrow Lake,TDS (calc),mg/L,1991-04-23,280.3
Eyebrow Lake,TDS (calc),mg/L,1991-08-20,313.20000000000005
Eyebrow Lake,TDS (calc),mg/L,1991-12-05,339.1
Eyebrow Lake,TDS (calc),mg/L,1992-04-28,310.5
Eyebrow Lake,TDS (calc),mg/L,1992-07-27,323
Eyebrow Lake,TDS (calc),mg/L,1992-09-22,343.4
Eyebrow Lake,TDS (calc),mg/L,1992-12-14,364.2
Eyebrow Lake,TDS (calc),mg/L,1993-05-01,332.8
Eyebrow Lake,TDS (calc),mg/L,1994-05-09,1386.9
Eyebrow Lake,TDS (calc),mg/L,1995-05-15,371.7
Eyebrow Lake,TDS (calc),mg/L,1995-10-23,334.7
Eyebrow Lake,TDS (calc),mg/L,1996-05-27,2930.8
Eyebrow Lake,TDS (calc),mg/L,1996-10-21,343
Eyebrow Lake,TDS (calc),mg/L,1997-05-12,1356.3
Eyebrow Lake,TDS (calc),mg/L,1997-08-18,323.4
Eyebrow Lake,TDS (calc),mg/L,1998-06-01,343.1
Eyebrow Lake,TDS (calc),mg/L,1999-07-19,460.03
Eyebrow Lake,TDS (calc),mg/L,2000-05-08,342
Eyebrow Lake,TDS (calc),mg/L,2000-07-10,NA
Eyebrow Lake,TDS (calc),mg/L,2000-10-02,374.4
Eyebrow Lake,TDS (calc),mg/L,2001-05-28,350.6
Eyebrow Lake,TDS (calc),mg/L,2001-08-13,367.9
Eyebrow Lake,TDS (calc),mg/L,2001-10-15,362.9
Eyebrow Lake,TDS (calc),mg/L,2002-05-13,363
Eyebrow Lake,TDS (calc),mg/L,2004-06-14,405.46000000000004
Eyebrow Lake,TDS (calc),mg/L,2005-05-16,356.92
Eyebrow Lake,TDS (calc),mg/L,2006-06-19,421.52
Eyebrow Lake,TDS (calc),mg/L,2007-06-11,386.23
Eyebrow Lake,TDS (calc),mg/L,2008-05-26,371.32
Eyebrow Lake,TDS (calc),mg/L,2009-04-20,465.88
Eyebrow Lake,TDS (calc),mg/L,2009-05-26,406.475
Eyebrow Lake,TDS (calc),mg/L,2009-09-21,376.07500000000005
Eyebrow Lake,TDS (calc),mg/L,2010-06-01,1367.876
Eyebrow Lake,TDS (calc),mg/L,2012-06-19,541.664
Eyebrow Lake,TDS (calc),mg/L,2013-07-16,388.74999999999994
Eyebrow Lake,TDS (calc),mg/L,2013-09-24,362.01
Eyebrow Lake,TDS (calc),mg/L,1996-10-21,NA
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-02-11,4
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-02-26,NA
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-04-14,1.1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-05-12,8.4
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-06-10,10
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-07-16,7
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-09-16,2.1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1980-11-12,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1981-01-20,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1981-03-10,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1981-05-11,4
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1981-07-21,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1981-09-15,4
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1981-11-17,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1982-02-23,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1982-03-23,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1982-05-25,12
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1982-07-20,NA
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1982-10-12,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1983-02-15,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1983-05-31,10
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1983-07-11,8
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1984-03-20,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1988-10-17,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1989-03-14,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1989-06-19,3
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1989-07-24,2
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1989-08-14,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1989-10-30,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1990-02-26,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1990-05-01,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1990-06-04,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1990-07-09,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1990-08-20,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1991-03-13,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1991-04-23,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1991-08-20,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1991-12-05,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1992-04-28,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1992-07-27,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1992-09-22,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1992-12-14,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1993-05-01,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1994-05-09,12
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1995-05-15,2
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1995-10-23,2
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1996-05-27,16
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1996-10-21,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1997-05-12,11
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1997-08-18,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1998-06-01,3
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1999-07-19,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2000-05-08,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2000-07-10,NA
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2000-10-02,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2001-05-28,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2001-08-13,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2001-10-15,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2002-05-13,2
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2004-06-14,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2005-05-16,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2006-06-19,3.94
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2007-06-11,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2008-05-26,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2009-04-20,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2009-05-26,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2009-09-21,0
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2010-06-01,2.2
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2012-06-19,1
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2013-07-16,4.5
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,2013-09-24,2
Eyebrow Lake,p-Alkalinity,mg/L CaCO3,1996-10-21,NA
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-02-11,174
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-02-26,NA
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-04-14,177
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-05-12,161
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-06-10,146
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-07-16,156
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-09-16,158
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1980-11-12,163
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1981-01-20,170
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1981-03-10,172
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1981-05-11,158
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1981-07-21,146
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1981-09-15,155
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1981-11-17,161
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1982-02-23,165
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1982-03-23,201
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1982-05-25,502
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1982-07-20,143
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1982-10-12,150
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1983-02-15,172
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1983-05-31,166
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1983-07-11,137
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1984-03-20,117
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1988-10-17,171
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1989-03-14,182
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1989-06-19,177
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1989-07-24,170
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1989-08-14,164
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1989-10-30,162
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1990-02-26,186
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1990-05-01,148
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1990-06-04,146
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1990-07-09,156
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1990-08-20,146
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1991-03-13,156
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1991-04-23,133
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1991-08-20,149
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1991-12-05,155
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1992-04-28,147
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1992-07-27,152
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1992-09-22,158
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1992-12-14,167
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1993-05-01,160
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1994-05-09,408
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1995-05-15,175
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1995-10-23,165
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1996-05-27,502.5
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1996-10-21,158
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1997-05-12,343
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1997-08-18,143
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1998-06-01,155
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1999-07-19,164
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2000-05-08,152
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2000-07-10,NA
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2000-10-02,162
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2001-05-28,153
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2001-08-13,154
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2001-10-15,158
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2002-05-13,161
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2004-06-14,158.4
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2005-05-16,149.57
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2006-06-19,171.6
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2007-06-11,163.3
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2008-05-26,164
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2009-04-20,153
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2009-05-26,164.5
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2009-09-21,160.2
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2010-06-01,276
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2012-06-19,179.3
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2013-07-16,156
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,2013-09-24,155
Eyebrow Lake,T-Alkalinity,mg/L CaCO3,1996-10-21,NA
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-02-11,180
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-02-26,NA
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-04-14,127
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-05-12,162
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-06-10,151
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-07-16,168
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-09-16,158
Eyebrow Lake,Total Hardness,mg/L CaCO3,1980-11-12,167
Eyebrow Lake,Total Hardness,mg/L CaCO3,1981-01-20,175
Eyebrow Lake,Total Hardness,mg/L CaCO3,1981-03-10,172
Eyebrow Lake,Total Hardness,mg/L CaCO3,1981-05-11,159
Eyebrow Lake,Total Hardness,mg/L CaCO3,1981-07-21,150
Eyebrow Lake,Total Hardness,mg/L CaCO3,1981-09-15,155
Eyebrow Lake,Total Hardness,mg/L CaCO3,1981-11-17,173
Eyebrow Lake,Total Hardness,mg/L CaCO3,1982-02-23,194
Eyebrow Lake,Total Hardness,mg/L CaCO3,1982-03-23,227
Eyebrow Lake,Total Hardness,mg/L CaCO3,1982-05-25,345
Eyebrow Lake,Total Hardness,mg/L CaCO3,1982-07-20,138
Eyebrow Lake,Total Hardness,mg/L CaCO3,1982-10-12,170
Eyebrow Lake,Total Hardness,mg/L CaCO3,1983-02-15,186
Eyebrow Lake,Total Hardness,mg/L CaCO3,1983-05-31,175
Eyebrow Lake,Total Hardness,mg/L CaCO3,1983-07-11,166
Eyebrow Lake,Total Hardness,mg/L CaCO3,1984-03-20,118
Eyebrow Lake,Total Hardness,mg/L CaCO3,1988-10-17,182
Eyebrow Lake,Total Hardness,mg/L CaCO3,1989-03-14,203
Eyebrow Lake,Total Hardness,mg/L CaCO3,1989-06-19,184
Eyebrow Lake,Total Hardness,mg/L CaCO3,1989-07-24,178
Eyebrow Lake,Total Hardness,mg/L CaCO3,1989-08-14,173
Eyebrow Lake,Total Hardness,mg/L CaCO3,1989-10-30,184
Eyebrow Lake,Total Hardness,mg/L CaCO3,1990-02-26,204
Eyebrow Lake,Total Hardness,mg/L CaCO3,1990-05-01,172
Eyebrow Lake,Total Hardness,mg/L CaCO3,1990-06-04,175
Eyebrow Lake,Total Hardness,mg/L CaCO3,1990-07-09,170
Eyebrow Lake,Total Hardness,mg/L CaCO3,1990-08-20,167
Eyebrow Lake,Total Hardness,mg/L CaCO3,1991-03-13,182
Eyebrow Lake,Total Hardness,mg/L CaCO3,1991-04-23,151
Eyebrow Lake,Total Hardness,mg/L CaCO3,1991-08-20,163
Eyebrow Lake,Total Hardness,mg/L CaCO3,1991-12-05,179
Eyebrow Lake,Total Hardness,mg/L CaCO3,1992-04-28,167
Eyebrow Lake,Total Hardness,mg/L CaCO3,1992-07-27,172
Eyebrow Lake,Total Hardness,mg/L CaCO3,1992-09-22,177
Eyebrow Lake,Total Hardness,mg/L CaCO3,1992-12-14,190
Eyebrow Lake,Total Hardness,mg/L CaCO3,1993-05-01,180
Eyebrow Lake,Total Hardness,mg/L CaCO3,1994-05-09,364
Eyebrow Lake,Total Hardness,mg/L CaCO3,1995-05-15,182
Eyebrow Lake,Total Hardness,mg/L CaCO3,1995-10-23,158
Eyebrow Lake,Total Hardness,mg/L CaCO3,1996-05-27,486
Eyebrow Lake,Total Hardness,mg/L CaCO3,1996-10-21,176
Eyebrow Lake,Total Hardness,mg/L CaCO3,1997-05-12,320
Eyebrow Lake,Total Hardness,mg/L CaCO3,1997-08-18,163
Eyebrow Lake,Total Hardness,mg/L CaCO3,1998-06-01,177
Eyebrow Lake,Total Hardness,mg/L CaCO3,1999-07-19,198
Eyebrow Lake,Total Hardness,mg/L CaCO3,2000-05-08,177
Eyebrow Lake,Total Hardness,mg/L CaCO3,2000-07-10,NA
Eyebrow Lake,Total Hardness,mg/L CaCO3,2000-10-02,184
Eyebrow Lake,Total Hardness,mg/L CaCO3,2001-05-28,186
Eyebrow Lake,Total Hardness,mg/L CaCO3,2001-08-13,183
Eyebrow Lake,Total Hardness,mg/L CaCO3,2001-10-15,187
Eyebrow Lake,Total Hardness,mg/L CaCO3,2002-05-13,187
Eyebrow Lake,Total Hardness,mg/L CaCO3,2004-06-14,197.1
Eyebrow Lake,Total Hardness,mg/L CaCO3,2005-05-16,183.1
Eyebrow Lake,Total Hardness,mg/L CaCO3,2006-06-19,207.8
Eyebrow Lake,Total Hardness,mg/L CaCO3,2007-06-11,197.5
Eyebrow Lake,Total Hardness,mg/L CaCO3,2008-05-26,191
Eyebrow Lake,Total Hardness,mg/L CaCO3,2009-04-20,192
Eyebrow Lake,Total Hardness,mg/L CaCO3,2009-05-26,199
Eyebrow Lake,Total Hardness,mg/L CaCO3,2009-09-21,191
Eyebrow Lake,Total Hardness,mg/L CaCO3,2010-06-01,321.5
Eyebrow Lake,Total Hardness,mg/L CaCO3,2012-06-19,222
Eyebrow Lake,Total Hardness,mg/L CaCO3,2013-07-16,188
Eyebrow Lake,Total Hardness,mg/L CaCO3,2013-09-24,182
Eyebrow Lake,Total Hardness,mg/L CaCO3,1996-10-21,NA
Eyebrow Lake,Carbonate,mg/L,1980-02-11,4.8
Eyebrow Lake,Carbonate,mg/L,1980-02-26,NA
Eyebrow Lake,Carbonate,mg/L,1980-04-14,1.3
Eyebrow Lake,Carbonate,mg/L,1980-05-12,10.1
Eyebrow Lake,Carbonate,mg/L,1980-06-10,12
Eyebrow Lake,Carbonate,mg/L,1980-07-16,8
Eyebrow Lake,Carbonate,mg/L,1980-09-16,2.4
Eyebrow Lake,Carbonate,mg/L,1980-11-12,0
Eyebrow Lake,Carbonate,mg/L,1981-01-20,0
Eyebrow Lake,Carbonate,mg/L,1981-03-10,0
Eyebrow Lake,Carbonate,mg/L,1981-05-11,5
Eyebrow Lake,Carbonate,mg/L,1981-07-21,0
Eyebrow Lake,Carbonate,mg/L,1981-09-15,5
Eyebrow Lake,Carbonate,mg/L,1981-11-17,0
Eyebrow Lake,Carbonate,mg/L,1982-02-23,0
Eyebrow Lake,Carbonate,mg/L,1982-03-23,0
Eyebrow Lake,Carbonate,mg/L,1982-05-25,14
Eyebrow Lake,Carbonate,mg/L,1982-07-20,NA
Eyebrow Lake,Carbonate,mg/L,1982-10-12,1
Eyebrow Lake,Carbonate,mg/L,1983-02-15,0
Eyebrow Lake,Carbonate,mg/L,1983-05-31,21
Eyebrow Lake,Carbonate,mg/L,1983-07-11,17
Eyebrow Lake,Carbonate,mg/L,1984-03-20,2
Eyebrow Lake,Carbonate,mg/L,1988-10-17,0
Eyebrow Lake,Carbonate,mg/L,1989-03-14,0
Eyebrow Lake,Carbonate,mg/L,1989-06-19,4
Eyebrow Lake,Carbonate,mg/L,1989-07-24,1
Eyebrow Lake,Carbonate,mg/L,1989-08-14,0
Eyebrow Lake,Carbonate,mg/L,1989-10-30,0
Eyebrow Lake,Carbonate,mg/L,1990-02-26,0
Eyebrow Lake,Carbonate,mg/L,1990-05-01,0
Eyebrow Lake,Carbonate,mg/L,1990-06-04,0
Eyebrow Lake,Carbonate,mg/L,1990-07-09,NA
Eyebrow Lake,Carbonate,mg/L,1990-08-20,0
Eyebrow Lake,Carbonate,mg/L,1991-03-13,1
Eyebrow Lake,Carbonate,mg/L,1991-04-23,0
Eyebrow Lake,Carbonate,mg/L,1991-08-20,0
Eyebrow Lake,Carbonate,mg/L,1991-12-05,0
Eyebrow Lake,Carbonate,mg/L,1992-04-28,0
Eyebrow Lake,Carbonate,mg/L,1992-07-27,0
Eyebrow Lake,Carbonate,mg/L,1992-09-22,0
Eyebrow Lake,Carbonate,mg/L,1992-12-14,0
Eyebrow Lake,Carbonate,mg/L,1993-05-01,1
Eyebrow Lake,Carbonate,mg/L,1994-05-09,14
Eyebrow Lake,Carbonate,mg/L,1995-05-15,2
Eyebrow Lake,Carbonate,mg/L,1995-10-23,2
Eyebrow Lake,Carbonate,mg/L,1996-05-27,19.2
Eyebrow Lake,Carbonate,mg/L,1996-10-21,1
Eyebrow Lake,Carbonate,mg/L,1997-05-12,14
Eyebrow Lake,Carbonate,mg/L,1997-08-18,0
Eyebrow Lake,Carbonate,mg/L,1998-06-01,4
Eyebrow Lake,Carbonate,mg/L,1999-07-19,0
Eyebrow Lake,Carbonate,mg/L,2000-05-08,0
Eyebrow Lake,Carbonate,mg/L,2000-07-10,NA
Eyebrow Lake,Carbonate,mg/L,2000-10-02,0
Eyebrow Lake,Carbonate,mg/L,2001-05-28,0
Eyebrow Lake,Carbonate,mg/L,2001-08-13,0
Eyebrow Lake,Carbonate,mg/L,2001-10-15,1
Eyebrow Lake,Carbonate,mg/L,2002-05-13,2
Eyebrow Lake,Carbonate,mg/L,2004-06-14,0
Eyebrow Lake,Carbonate,mg/L,2005-05-16,0
Eyebrow Lake,Carbonate,mg/L,2006-06-19,4.73
Eyebrow Lake,Carbonate,mg/L,2007-06-11,0
Eyebrow Lake,Carbonate,mg/L,2008-05-26,0
Eyebrow Lake,Carbonate,mg/L,2009-04-20,0
Eyebrow Lake,Carbonate,mg/L,2009-05-26,0
Eyebrow Lake,Carbonate,mg/L,2009-09-21,0
Eyebrow Lake,Carbonate,mg/L,2010-06-01,2.2
Eyebrow Lake,Carbonate,mg/L,2012-06-19,1.2
Eyebrow Lake,Carbonate,mg/L,2013-07-16,5
Eyebrow Lake,Carbonate,mg/L,2013-09-24,2
Eyebrow Lake,Carbonate,mg/L,1996-10-21,NA
Eyebrow Lake,Bicarbonate,mg/L,1980-02-11,202
Eyebrow Lake,Bicarbonate,mg/L,1980-02-26,NA
Eyebrow Lake,Bicarbonate,mg/L,1980-04-14,213
Eyebrow Lake,Bicarbonate,mg/L,1980-05-12,176
Eyebrow Lake,Bicarbonate,mg/L,1980-06-10,154
Eyebrow Lake,Bicarbonate,mg/L,1980-07-16,173
Eyebrow Lake,Bicarbonate,mg/L,1980-09-16,188
Eyebrow Lake,Bicarbonate,mg/L,1980-11-12,NA
Eyebrow Lake,Bicarbonate,mg/L,1981-01-20,207
Eyebrow Lake,Bicarbonate,mg/L,1981-03-10,210
